category,cost,clicks
social,0.3693,5
social,241388.0,27009
social,5.1405,231
social,0.2655,10
influencer,0.4923,10
social,0.5151,2
,0.0032,0
influencer,0.2186,3
search,57.2168,250
jkl,0.0007,0
influencer,0.015,0
search,0.2893,2
jkl,1.8459,35
social,3.2593,139
social,5792.48,598
influencer,1.822,11
search,0.1375,1
influencer,46.0781,994
jkl,0.0212,0
influencer,231.0733,3003
influencer,0.0008,0
social,4.2808,26
influencer,0.0187,0
social,0.0,0
jkl,3.3929,64
search,0.4022,36
social,0.0412,1
social,3.3994,249
jkl,0.0177,0
social,2.4808,14
influencer,11.3947,169
influencer,10.8982,1343
social,3.9064,237
search,0.0006,0
social,16.0986,184
search,0.9266,17
search,196998.0,14390
search,1.8868,59
social,2.3877,196
social,0.0398,0
influencer,1.0241,6
influencer,0.4297,4
social,0.1246,11
jkl,0.674,8
influencer,0.3774,0
influencer,0.0142,0
search,0.082,12
jkl,0.2647,2
jkl,0.3121,8
influencer,13.94,113
influencer,63.2503,1454
jkl,0.1865,5
social,0.5591,32
jkl,0.226,5
jkl,1.0512,16
social,4.4069,221
jkl,0.3442,5
,0.0027,0
social,222.9229,992
search,0.0985,3
influencer,25.0671,573
search,0.5137,17
search,1.0661,57
influencer,0.0496,0
social,5.7502,249
jkl,1.3253,7
social,0.0149,0
search,0.0169,1
influencer,31154.3,2991
social,0.0221,1
search,2.2005,16
influencer,7.9249,179
social,0.0821,0
jkl,0.0025,0
social,0.0163,0
search,0.0318,2
influencer,205045.0,22509
jkl,0.0935,0
influencer,10.4844,29
influencer,0.7394,7
influencer,0.2043,0
social,420.0923,2649
influencer,0.6187,19
influencer,1.0552,3
social,105.6023,480
search,0.0065,2
search,0.5092,5
jkl,1.1503,47
jkl,0.3046,7
influencer,0.8515,14
jkl,0.0164,0
social,0.0092,0
influencer,0.0328,0
influencer,0.0445,0
social,4.4837,16
search,18.5849,94
social,171831.0,11991
social,0.0084,0
jkl,2.538,69
jkl,0.0184,0
media,60021.6,8409
social,2.4784,116
jkl,0.1288,1
social,61.5954,257
social,2.1724,128
search,0.8563,13
search,0.0641,0
social,16.4634,173
jkl,2.1826,27
search,0.5282,6
influencer,16.399,122
jkl,0.0035,0
search,0.0115,0
influencer,14.0352,89
search,0.4693,3
search,0.5475,24
search,2.4829,193
influencer,170.9199,2214
jkl,0.0015,0
social,2.0614,5
influencer,0.5952,6
search,0.5363,3
social,1420.15,306
influencer,0.2936,2
social,2.4155,39
search,0.0001,0
social,0.4096,9
search,0.3313,14
jkl,0.3424,1
search,0.0145,1
jkl,0.0073,0
search,4.2778,58
jkl,0.1456,3
influencer,0.0418,0
influencer,22.2276,89
social,0.036,1
search,0.0001,0
jkl,0.0214,1
social,50.8146,2300
search,72.0354,348
search,0.4233,21
jkl,0.069,0
influencer,0.0756,2
influencer,0.0019,0
search,0.0237,0
influencer,0.0591,0
search,0.9136,42
influencer,0.0017,0
jkl,0.1924,0
influencer,0.0411,0
jkl,0.0074,0
jkl,0.022,0
search,1.4426,62
search,1.0168,19
social,9.317,350
influencer,0.8756,16
influencer,0.4891,3
influencer,0.0617,0
search,0.2029,1
social,2.4355,34
jkl,0.0133,0
search,0.1319,12
jkl,0.0146,0
search,0.1449,4
jkl,0.0029,0
influencer,0.0038,0
influencer,0.0065,0
search,0.1929,4
social,3.3902,138
jkl,0.1983,2
social,0.4664,28
jkl,0.0021,0
jkl,0.0115,0
influencer,2.5386,58
social,0.0,0
social,0.0007,0
social,0.3978,7
social,0.2351,12
jkl,0.0045,0
jkl,0.2551,3
social,13.1724,472
,0.012,0
jkl,0.0008,0
influencer,11.1789,371
search,0.1575,8
search,30.3112,152
search,0.2858,19
social,0.5158,24
jkl,0.0173,4
search,0.3573,31
social,0.4422,30
social,0.0002,0
social,4.8601,33
search,0.1102,0
influencer,177.5025,9719
search,0.7301,24
influencer,1.9022,26
,0.0032,0
influencer,2.2051,12
social,6.7589,121
influencer,1.5555,20
social,0.3756,2
social,0.3184,5
jkl,0.3098,0
social,10.5697,149
social,3.1317,20
jkl,0.323,8
social,0.1726,3
influencer,292.8014,3384
social,3.5096,37
search,0.1654,9
influencer,0.4763,23
jkl,0.3904,1
social,0.0107,0
jkl,0.0093,1
search,34.5492,148
influencer,2.8205,39
social,330.76,2690
influencer,1.0558,17
social,0.0126,0
social,79.7769,3664
jkl,0.0024,0
jkl,0.001,0
,0.004,0
search,0.0109,0
influencer,13.4053,166
jkl,0.1046,0
jkl,0.0125,0
search,0.0208,0
search,0.5522,19
social,2.0933,2
social,1.0956,125
jkl,0.1611,4
search,0.3149,0
search,0.4043,24
social,15.3637,174
search,0.2808,42
influencer,0.0287,1
search,1.7709,55
search,0.2902,8
jkl,0.4518,17
social,3.2754,23
jkl,0.0076,0
search,1.2102,9
influencer,0.0167,0
influencer,0.3271,0
social,1.4242,31
social,3.1867,285
jkl,0.0144,0
social,7.7598,101
search,4.2645,111
jkl,0.1391,3
,0.0017,0
jkl,0.0947,3
jkl,2.1695,14
jkl,2.2432,15
influencer,349.4535,10128
influencer,0.004,0
,0.0016,0
jkl,0.181,1
influencer,0.1913,7
search,0.303,23
influencer,1.4434,51
influencer,0.2261,0
,0.002,0
jkl,0.0015,0
influencer,2.2998,90
influencer,0.0131,0
social,0.4452,2
jkl,0.0055,0
jkl,0.0005,0
search,0.0601,5
search,5.5359,58
social,0.0199,0
jkl,0.0098,0
,0.0038,0
influencer,0.5545,12
social,15.7513,1224
search,0.0082,0
search,0.0007,0
social,2.0754,150
search,0.0055,0
search,18.2894,71
social,5.1939,16
search,0.1888,3
jkl,0.4675,4
jkl,0.0006,0
search,0.0231,0
,0.0248,0
social,0.5675,6
influencer,0.0449,0
search,0.0199,0
,0.0016,0
jkl,0.0582,0
search,0.5774,7
social,0.0246,2
influencer,0.0501,4
social,169.75,301
social,0.0016,0
search,0.2071,8
social,258306.0,13498
influencer,1.4036,16
social,0.0028,0
social,2.7336,146
search,0.0282,0
social,10.1472,484
jkl,0.8463,22
social,31.0036,133
jkl,0.0386,11
jkl,1.4939,9
social,3.4891,40
search,0.7093,16
social,8367.08,1510
social,42.8352,446
search,2.5686,26
social,0.0008,0
social,0.4891,10
search,26220.4,2692
jkl,0.0129,0
jkl,0.1166,2
jkl,0.52,22
jkl,0.3231,14
search,1.4223,14
influencer,0.0196,0
jkl,0.0025,0
search,11.4653,43
jkl,1.3723,3
influencer,21.3883,776
social,0.3108,7
influencer,10.8589,458
jkl,0.045,0
jkl,0.0602,1
influencer,0.9288,17
influencer,2.6574,31
search,0.3942,0
jkl,0.0468,1
influencer,11.5054,197
social,1.3213,95
search,6.1647,382
influencer,45.2957,940
social,6.075,59
social,3.8699,26
jkl,0.0147,0
influencer,3.102,31
influencer,16.7901,215
social,45.9527,3611
influencer,0.011,0
,0.0096,0
search,0.2598,6
social,0.0,0
,0.004,0
search,38.3386,210
social,430.9682,2799
social,285.0589,1464
social,1.4038,118
search,4.8187,284
social,5.6828,80
search,1.3596,60
social,1.1829,72
social,0.9502,61
social,7.4441,81
jkl,0.4555,9
jkl,0.0038,0
search,1.0271,31
jkl,0.0161,0
jkl,0.0007,0
influencer,1.7535,29
search,16.5577,73
social,0.0,0
search,0.4938,19
jkl,0.0011,0
jkl,0.1764,5
influencer,0.0393,0
influencer,1.7059,14
jkl,0.0024,0
social,0.014,0
search,0.178,5
jkl,3.7779,24
social,105.9501,776
social,10.3089,59
influencer,620903.0,23994
social,0.0034,0
search,0.0006,0
search,0.0022,0
influencer,0.9865,10
search,0.1117,9
social,0.0843,5
jkl,0.0084,0
social,0.0275,0
jkl,0.138,3
search,9.0629,285
search,0.655,67
,0.0016,0
influencer,0.093,3
influencer,0.0011,0
social,2.1523,42
jkl,1.6441,18
influencer,19.9801,1320
jkl,0.617,9
social,595176.0,26400
jkl,0.5516,2
jkl,0.0021,0
search,0.0126,1
search,0.145,4
social,5.0371,203
influencer,0.0398,1
,0.012,0
social,0.0009,0
search,43.855,144
influencer,0.1843,3
influencer,0.1403,1
jkl,0.0047,0
influencer,22.3898,506
social,0.0005,0
social,0.01,0
search,47.0618,277
influencer,205870.0,17998
influencer,0.1795,2
jkl,0.187,5
social,141.058,771
social,3.1993,37
jkl,0.4755,20
influencer,15.5935,461
,0.0008,0
influencer,0.1304,1
,0.051,0
jkl,0.0068,0
jkl,0.5602,12
search,0.0172,0
social,0.3548,4
influencer,0.001,0
social,7.0158,50
social,0.001,0
jkl,0.1299,1
search,0.1923,2
search,0.3088,3
influencer,12.7964,442
social,3.2372,139
search,0.163,2
social,3173.41,3297
social,0.0008,0
jkl,0.0008,0
influencer,5.6495,51
social,4.0911,278
social,0.0393,0
jkl,11.0505,138
influencer,0.4839,19
influencer,366.4479,9633
jkl,0.0947,1
search,0.6202,10
search,1.5469,60
search,0.6098,28
jkl,0.0015,0
jkl,0.0013,0
jkl,0.0608,0
social,224.3768,694
social,0.0134,2
social,126.6651,693
search,0.3308,4
influencer,0.5274,18
social,9.2618,95
jkl,0.3747,30
social,9.0567,64
social,0.3463,4
search,0.1126,2
jkl,0.0293,0
influencer,4.1708,90
influencer,0.8349,59
jkl,0.3405,2
search,0.1549,3
jkl,0.0055,0
influencer,0.1095,1
social,0.1784,6
search,4453.1,1203
social,0.2129,0
social,5.2746,54
search,43.3744,202
social,5.1364,338
social,0.0003,0
influencer,0.005,0
search,1487.24,243
jkl,0.3527,7
search,0.2466,19
jkl,0.1092,0
social,8.5966,94
jkl,0.3663,12
social,2059.03,1015
jkl,0.0123,0
search,0.0778,2
jkl,0.0075,0
social,0.6908,48
jkl,0.0016,0
influencer,0.4699,8
influencer,31.7342,342
social,0.0152,1
jkl,1.852,46
jkl,0.2496,3
search,0.1288,7
search,0.282,2
search,0.9408,35
search,1.8051,15
influencer,0.0262,0
social,0.4162,17
social,6.5348,99
jkl,0.3364,2
social,0.0014,0
social,0.2296,25
social,0.0007,0
search,0.0077,0
social,0.0991,0
social,0.1396,1
social,0.0,0
influencer,6.358,66
social,0.0929,1
jkl,0.0007,0
search,0.0219,1
jkl,1.0568,3
social,2.6652,81
influencer,0.0166,0
influencer,7.2317,127
influencer,0.2303,0
search,0.0845,8
jkl,2.2195,33
influencer,7.5965,231
search,0.7029,10
social,0.1966,2
jkl,0.8051,2
jkl,0.0642,0
social,0.0002,0
search,0.0384,2
jkl,0.0164,0
search,0.161,1
social,31.6968,120
social,20.1854,1350
search,0.7679,68
search,13.4428,753
social,0.4929,19
influencer,10.5846,298
influencer,0.7093,4
search,0.258,3
search,1.8648,83
jkl,0.0007,0
influencer,0.8881,14
search,1.6013,8
jkl,0.0017,0
social,0.7239,8
influencer,6.2316,115
jkl,0.0065,0
influencer,0.4222,3
social,0.0126,0
search,0.7691,47
social,46.1501,1646
influencer,1.4129,27
social,1.2692,21
jkl,0.5022,16
influencer,0.093,0
jkl,0.0076,0
social,0.29,9
jkl,0.0065,0
influencer,0.0121,0
search,0.1228,11
social,3.0172,35
influencer,2.5702,9
social,0.384,16
search,0.0005,0
jkl,0.0269,0
influencer,0.3797,6
search,0.0822,1
influencer,0.1291,1
search,1.8145,22
social,0.2915,3
search,0.02,1
jkl,0.9008,26
search,14.723,79
jkl,0.0008,0
search,0.4224,4
jkl,0.7714,21
jkl,0.0089,0
jkl,0.2603,10
search,5.3373,42
jkl,0.0215,0
social,2.4453,164
influencer,18.3839,693
influencer,11.0011,445
influencer,0.1314,14
jkl,0.0202,0
influencer,0.1747,7
jkl,0.547,10
search,0.2229,3
influencer,0.1832,1
social,31.763,250
social,3.0482,145
jkl,33.4297,632
search,0.1744,6
influencer,224.7066,1279
search,0.0219,1
influencer,8.5568,218
search,1.8863,21
social,0.0019,0
search,6.2262,42
social,48.0762,287
social,162.2405,958
social,0.0091,0
search,1.1511,7
social,6.7762,109
,0.0024,0
social,0.2445,17
social,4.4873,87
social,0.2694,2
search,0.6398,24
search,0.3973,6
jkl,0.4517,6
jkl,12.3485,155
jkl,0.003,0
jkl,0.0003,0
jkl,9.9714,140
influencer,6.7278,102
social,1.2738,84
influencer,0.0005,0
search,10.2471,137
social,1.4163,20
jkl,0.0251,0
influencer,0.0161,0
jkl,0.1459,2
influencer,0.0032,0
influencer,4.5429,86
influencer,0.6111,17
search,0.3211,8
social,10.5737,144
search,2.7242,18
social,0.1361,8
jkl,3.3649,37
social,1.4809,64
social,0.0194,0
search,0.0983,1
jkl,0.1223,0
search,0.0836,2
influencer,0.0056,0
jkl,0.0136,0
influencer,4.6869,183
social,11.351,50
influencer,0.0532,0
social,11.1429,100
social,1.9486,28
social,0.4866,42
search,0.2376,20
search,12.2057,65
search,0.4006,7
search,1.0652,14
social,20.8598,1734
,0.004,0
social,1.6544,143
jkl,0.0368,0
influencer,6.0077,67
social,0.3228,8
jkl,1.6818,46
influencer,6.8919,970
influencer,1.0908,21
jkl,0.0418,0
influencer,0.3565,0
jkl,0.0445,0
influencer,0.0003,0
social,150065.0,61195
jkl,0.0075,4
jkl,0.1887,3
social,0.8923,130
influencer,199.3108,1163
social,20.4018,86
search,0.1279,15
,0.0034,0
influencer,36.9751,858
social,41.5226,2627
social,2.7611,94
influencer,0.1712,0
search,0.0154,6
search,49498.9,7207
influencer,0.0263,0
jkl,0.0638,1
search,0.1722,6
social,0.0018,0
jkl,0.1123,0
social,0.0319,197
search,1.2769,78
jkl,0.0091,0
influencer,24.7005,581
social,0.0125,1
jkl,0.9231,6
jkl,0.0228,0
influencer,0.0676,0
influencer,0.0277,0
search,0.0087,0
jkl,0.0081,0
jkl,0.4548,9
social,2.9831,211
social,4.3524,43
search,1.9458,25
search,3.1552,19
social,3.8426,72
influencer,0.6761,8
search,0.0503,7
search,0.0994,2
influencer,7.3421,154
social,0.0599,2
social,0.6374,47
social,7.2111,67
social,3.3843,165
influencer,4.8711,60
jkl,0.0225,0
search,4.2442,256
social,0.1099,0
influencer,0.0474,0
search,0.3393,8
influencer,29.1636,151
search,0.467,17
search,0.0144,0
,0.0016,0
social,0.0173,0
social,0.0555,2
search,2.6838,30
social,0.4596,48
influencer,141.1327,1612
search,0.1238,4
social,0.0116,0
jkl,0.0003,0
influencer,0.1708,2
social,0.0006,0
influencer,41.1634,771
social,0.6458,29
social,60.4289,342
,0.004,0
influencer,7.6375,23
jkl,0.0191,0
jkl,0.2591,10
search,1.873,93
influencer,4.3635,65
jkl,0.2643,1
influencer,2.0341,28
jkl,0.0007,0
jkl,0.0597,1
search,66.9725,216
jkl,3.5851,199
influencer,42.0348,870
jkl,0.0015,0
search,0.0137,0
search,0.1443,0
jkl,0.1022,2
social,7.5889,71
jkl,0.0146,1
social,0.0119,0
jkl,0.0086,0
jkl,0.0085,0
jkl,0.0088,0
social,0.0,0
jkl,0.0006,0
jkl,0.9037,13
influencer,0.001,0
influencer,2.9715,35
social,1.9838,35
social,0.2886,23
search,0.1673,4
social,4.3348,109
jkl,0.0017,0
influencer,0.2902,11
social,0.0023,0
search,2.0706,55
influencer,0.1631,5
influencer,1.361,7
influencer,2.2237,35
social,0.392,20
jkl,0.1091,2
,0.0032,0
search,0.3397,8
influencer,0.2394,1
,0.0024,0
search,1.3387,42
,0.0064,0
social,0.1949,12
influencer,0.0205,0
search,0.5445,26
social,197.3399,1449
jkl,0.0408,0
social,0.0002,0
jkl,0.0026,0
search,2.026,18
jkl,1.2575,30
search,0.033,0
influencer,1.0808,5
influencer,0.7589,32
influencer,6.6648,85
social,360.4838,1514
search,0.204,5
social,13.9446,119
search,42.4023,205
influencer,0.008,0
social,0.8417,9
search,0.4076,11
social,0.0006,0
influencer,0.6986,10
influencer,0.0448,0
social,1.1699,55
influencer,0.0146,0
search,0.0195,0
search,0.0158,0
jkl,0.004,0
social,10.1201,360
influencer,0.0388,0
social,0.2857,21
search,0.0828,3
jkl,7.8047,577
jkl,0.0026,0
social,0.0014,0
jkl,0.0022,0
jkl,1.1236,23
social,9.5581,59
jkl,8.9901,665
social,0.092,0
social,3.8506,219
influencer,0.2784,9
search,43.9118,305
influencer,5.2025,138
social,1.8357,14
jkl,0.0465,0
search,12348.3,4798
search,2.744,128
social,6.1706,194
jkl,7.8913,85
search,0.1101,6
social,0.0056,1
search,0.921,17
jkl,0.0008,0
search,0.1672,12
jkl,0.0007,0
search,0.0084,0
search,1.0594,10
social,1.4392,6
social,0.2253,27
jkl,5.0957,53
influencer,1.0514,21
search,0.0028,0
jkl,0.2507,6
jkl,0.3068,9
search,1.0157,15
social,6.4492,281
social,0.5072,8
social,118.5126,658
influencer,35.5095,722
influencer,0.6226,10
influencer,34.4896,256
social,0.8558,6
search,0.1784,3
search,0.7175,10
social,0.0028,0
influencer,12.5057,1355
search,1.1685,55
search,0.4519,22
search,5.1808,68
influencer,6.0182,64
social,1.8153,2
social,2.3502,42
social,0.0902,5
influencer,0.0258,0
influencer,0.1825,6
jkl,0.3478,2
jkl,0.2246,3
influencer,207.7597,1405
social,0.0168,0
influencer,126.0032,9259
jkl,0.028,1
search,0.0576,3
search,0.0629,1
social,0.8634,6
influencer,0.024,0
search,1.8678,80
influencer,6.6398,174
social,0.0151,0
jkl,0.0203,0
jkl,0.0301,0
search,0.1957,21
social,136269.0,18901
,0.0016,0
social,65.7159,651
social,295.2385,1863
social,0.0238,0
influencer,4.0822,19
search,0.0166,1
search,0.4932,4
search,0.0068,0
social,0.0213,0
social,0.9143,43
social,0.0083,0
social,1.2513,80
social,0.826,70
search,0.1297,12
jkl,1.7749,30
search,43.6561,265
influencer,0.027,0
social,0.1946,6
jkl,0.03,1
jkl,4.3269,46
search,75.5745,244
search,0.0153,1
social,4.7901,229
jkl,0.0559,2
influencer,0.6126,18
search,19.5253,679
social,0.0679,1
search,1.312,57
influencer,0.0007,0
influencer,0.0167,0
influencer,182.6777,4950
influencer,179.2686,1080
jkl,1.7848,38
jkl,0.0417,0
jkl,1.0227,12
influencer,2.3943,116
social,0.591,1
jkl,0.0098,0
jkl,0.0057,0
social,3.6918,29
jkl,0.0287,0
jkl,0.1269,6
social,27.0096,2172
social,2.6447,213
social,0.1232,1
social,8.5287,293
influencer,7.8803,167
influencer,0.2009,1
jkl,0.1647,1
search,1.0153,17
social,30892.2,23991
influencer,33.0267,284
influencer,0.6441,5
jkl,0.154,4
search,1.3377,54
,0.0096,0
jkl,0.3396,1
jkl,5.3534,38
social,0.1107,0
influencer,2.4321,31
influencer,0.8628,10
influencer,0.004,0
influencer,5.727,111
search,1.0619,14
influencer,0.5439,4
jkl,0.0087,0
influencer,1.1082,33
jkl,0.1383,3
jkl,3.9269,48
jkl,0.1466,1
social,0.0144,0
search,0.0002,0
jkl,0.0007,0
influencer,0.0062,0
search,25.2692,119
jkl,0.0141,0
jkl,0.1271,1
search,77345.5,2698
social,0.5328,37
search,3.3531,159
search,0.046,3
jkl,1.1061,5
jkl,0.2053,0
search,41.5289,184
jkl,0.0072,0
social,4.3766,61
social,188.6857,820
jkl,0.0055,0
jkl,0.0358,1
influencer,0.0039,0
jkl,0.0398,0
social,0.0559,7
,0.012,0
social,0.0061,0
social,92.2954,3345
search,0.0678,1
social,17935.4,1657
social,0.0723,2
social,0.0844,8
jkl,0.0031,0
social,0.0001,0
,0.0072,0
social,2.5016,154
influencer,0.0024,0
social,1.4497,76
jkl,0.089,2
social,0.1812,4
jkl,0.0007,0
jkl,0.0034,0
search,0.1073,4
influencer,0.3561,5
social,0.6698,30
search,1.3334,22
influencer,0.002,0
influencer,6.3317,91
search,1.1934,49
social,6.3202,112
jkl,0.0226,0
jkl,0.0548,0
influencer,0.468,4
social,1.0096,10
influencer,0.0289,0
social,348.99,8106
jkl,10.9938,533
influencer,0.0185,0
influencer,3.1813,143
,0.0166,0
influencer,8.2485,120
search,1.4495,46
influencer,26.0706,112
search,0.4088,16
social,7.5326,56
social,0.0032,0
jkl,0.0842,1
search,0.0039,0
influencer,0.193,4
influencer,0.0451,0
influencer,1.0438,10
jkl,0.0074,0
search,0.0755,6
search,0.0136,0
search,0.0756,2
influencer,5.8358,119
jkl,0.2152,3
social,133.596,1065
influencer,0.0619,0
jkl,0.0016,0
influencer,1.0571,8
search,1.4751,12
influencer,0.0347,0
jkl,0.006,0
influencer,0.1228,0
influencer,0.1164,0
jkl,0.0754,1
search,0.0164,0
social,0.0785,0
search,1.1437,31
search,5.6261,38
search,0.0429,0
search,0.018,0
search,0.0101,1
jkl,0.1544,3
influencer,0.0008,0
influencer,0.0008,0
social,0.0296,3
social,0.8095,68
jkl,0.3144,5
search,0.0912,4
social,7.0805,74
social,0.5059,13
jkl,0.0097,0
influencer,0.0004,0
social,1.8996,33
influencer,2.9823,98
jkl,0.0106,1
social,0.9871,51
social,26.9115,109
influencer,1.0183,9
search,0.0084,0
search,0.0046,0
influencer,13.9037,476
jkl,0.1146,0
social,0.0349,1
social,7.0876,76
social,0.0014,0
influencer,0.0738,0
search,2.9741,83
social,12.1772,110
social,0.0152,0
search,0.268,3
influencer,0.5459,15
social,0.0,0
influencer,1.9914,64
social,20.6138,92
jkl,0.0801,0
social,347.5303,2095
search,20.7379,124
social,1.8861,139
social,4.8358,44
social,31.6511,176
social,16656.8,25503
search,0.1088,6
social,1.9793,19
social,0.0017,0
jkl,0.0015,0
jkl,0.5005,20
social,0.0073,0
social,9.4711,135
jkl,0.0584,0
social,48.8059,2075
social,2.8898,24
jkl,2.46,59
jkl,0.0942,1
social,5.4796,272
influencer,34.6865,765
influencer,0.9603,25
influencer,6.2368,158
influencer,0.3543,13
social,6.8484,316
search,1.3861,21
search,0.0862,0
search,0.0305,0
influencer,0.1003,0
social,0.0145,1
influencer,1.3305,39
search,1.9349,131
social,0.0457,1
search,0.1431,4
search,0.1251,2
influencer,21.6712,666
influencer,4.8289,97
social,0.2788,3
jkl,0.057,0
social,221.1014,1080
social,0.307,14
jkl,1.3466,10
social,1.6422,17
search,0.2504,2
social,2.7472,125
jkl,0.5361,6
social,0.1723,6
influencer,0.0131,0
social,0.01,0
social,3.9221,171
social,7.0464,71
influencer,0.0077,0
,0.004,0
social,0.0241,0
social,0.2748,32
jkl,0.105,0
search,0.3466,18
search,0.6654,68
search,0.0318,1
search,0.0309,2
influencer,0.9158,9
social,0.3507,25
social,22.7593,117
jkl,0.0064,0
social,0.0853,6
jkl,0.0124,0
jkl,1.4178,12
social,1.2011,70
social,0.0327,0
social,2.6032,114
search,23.8818,159
jkl,9.7449,349
search,0.8324,13
search,0.0129,1
influencer,250.4306,2223
search,0.1075,9
jkl,0.011,1
social,0.0407,1
influencer,0.8791,8
social,0.0137,0
,0.0024,0
influencer,0.5193,7
search,0.0153,0
social,244.9385,1405
influencer,0.5247,4
social,0.3858,28
search,0.179,1
influencer,0.0156,0
social,0.7133,38
social,0.0002,0
jkl,1.2011,30
influencer,0.1135,0
search,0.3383,9
search,0.2416,9
search,0.009,0
social,3648.9,2556
social,45.289,449
search,0.022,0
influencer,0.6078,4
search,0.1737,3
,0.0096,0
social,1.8913,54
influencer,14.9259,184
jkl,0.0012,0
influencer,0.0071,0
search,0.0111,1
influencer,102.9391,5456
social,2.6347,190
jkl,0.0094,0
search,0.0089,0
search,0.0767,1
jkl,0.0103,0
jkl,8.4963,315
social,7.3223,125
social,3.0279,146
influencer,0.9277,21
social,0.5364,7
jkl,0.0095,0
influencer,0.0628,0
search,5.2211,26
search,0.0346,1
jkl,0.0443,1
influencer,15.9719,112
social,0.0663,1
social,0.0012,0
social,3.7785,222
social,4.4634,65
influencer,0.1265,1
social,0.0098,0
search,0.2191,3
jkl,0.0033,0
social,31.1637,289
search,0.6403,4
social,95.2842,531
,0.0016,0
jkl,0.0922,0
jkl,0.0017,0
influencer,0.7205,0
search,2.9439,25
social,37.3309,2905
jkl,0.0008,0
social,0.0212,0
influencer,0.0015,0
search,0.1331,6
jkl,0.0055,0
social,1.303,87
social,0.1119,0
jkl,0.0085,0
,0.0276,0
jkl,1.9241,10
influencer,0.0895,0
jkl,1.0402,10
jkl,0.4572,11
search,0.2963,1
search,0.4202,11
influencer,0.9199,18
influencer,1.5367,16
influencer,0.077,1
social,2.1105,134
social,7.2213,74
social,0.8603,5
jkl,0.8824,14
search,81623.5,26406
search,0.8747,2
social,314.1459,1706
influencer,0.4776,32
social,6.0366,36
jkl,0.0562,0
jkl,0.0045,0
influencer,0.036,0
