category,cost,leads
social,8367.08,19
social,42.8352,10
search,2.5686,0
social,0.0008,0
social,0.4891,0
search,26220.4,54
jkl,0.0129,0
jkl,0.1166,0
jkl,0.52,0
jkl,0.3231,0
search,1.4223,0
influencer,0.0196,0
jkl,0.0025,0
search,11.4653,1
jkl,1.3723,0
influencer,21.3883,17
social,0.3108,0
influencer,10.8589,10
jkl,0.045,0
jkl,0.0602,0
influencer,0.9288,0
influencer,2.6574,0
search,0.3942,0
jkl,0.0468,0
influencer,11.5054,5
social,1.3213,2
search,6.1647,10
influencer,45.2957,22
social,6.075,1
social,3.8699,0
jkl,0.0147,0
influencer,3.102,0
influencer,16.7901,5
social,45.9527,86
influencer,0.011,0
,0.0096,0
search,0.2598,0
social,0.0,0
,0.004,0
search,38.3386,4
social,430.9682,64
social,285.0589,33
social,1.4038,2
search,4.8187,7
social,5.6828,1
search,1.3596,1
social,1.1829,1
social,0.9502,1
social,7.4441,2
jkl,0.4555,0
jkl,0.0038,0
search,1.0271,0
jkl,0.0161,0
jkl,0.0007,0
influencer,1.7535,0
search,16.5577,1
social,0.0,0
search,0.4938,0
jkl,0.0011,0
jkl,0.1764,0
influencer,0.0393,0
influencer,1.7059,0
jkl,0.0024,0
social,0.014,0
search,0.178,0
jkl,3.7779,0
social,105.9501,18
social,10.3089,1
influencer,620903.0,833
social,0.0034,0
search,0.0006,0
search,0.0022,0
influencer,0.9865,0
search,0.1117,0
social,0.0843,0
jkl,0.0084,0
social,0.0275,0
jkl,0.138,0
search,9.0629,7
search,0.655,1
,0.0016,0
influencer,0.093,0
influencer,0.0011,0
social,2.1523,0
jkl,1.6441,0
influencer,19.9801,34
jkl,0.617,0
social,595176.0,923
jkl,0.5516,0
jkl,0.0021,0
search,0.0126,0
search,0.145,0
social,5.0371,4
influencer,0.0398,0
,0.012,0
social,0.0009,0
search,43.855,3
influencer,0.1843,0
influencer,0.1403,0
jkl,0.0047,0
influencer,22.3898,11
social,0.0005,0
social,0.01,0
search,47.0618,6
influencer,205870.0,354
influencer,0.1795,0
jkl,0.187,0
social,141.058,20
social,3.1993,0
jkl,0.4755,0
influencer,15.5935,11
,0.0008,0
influencer,0.1304,0
,0.051,0
jkl,0.0068,0
jkl,0.5602,0
search,0.0172,0
social,0.3548,0
influencer,0.001,0
social,7.0158,1
social,0.001,0
jkl,0.1299,0
search,0.1923,0
search,0.3088,0
influencer,12.7964,11
social,3.2372,3
search,0.163,0
social,3173.41,7
social,0.0008,0
jkl,0.0008,0
influencer,5.6495,1
social,4.0911,6
social,0.0393,0
jkl,11.0505,3
influencer,0.4839,0
influencer,366.4479,246
jkl,0.0947,0
search,0.6202,0
search,1.5469,1
search,0.6098,0
jkl,0.0015,0
jkl,0.0013,0
jkl,0.0608,0
social,224.3768,15
social,0.0134,0
social,126.6651,18
search,0.3308,0
influencer,0.5274,0
social,9.2618,2
jkl,0.3747,0
social,9.0567,1
social,0.3463,0
search,0.1126,0
jkl,0.0293,0
influencer,4.1708,2
influencer,0.8349,1
jkl,0.3405,0
search,0.1549,0
jkl,0.0055,0
influencer,0.1095,0
social,0.1784,0
search,4453.1,11
social,0.2129,0
social,5.2746,1
search,43.3744,4
social,5.1364,8
social,0.0003,0
influencer,0.005,0
search,1487.24,5
jkl,0.3527,0
search,0.2466,0
jkl,0.1092,0
social,8.5966,2
jkl,0.3663,0
social,2059.03,20
jkl,0.0123,0
search,0.0778,0
jkl,0.0075,0
social,0.6908,1
jkl,0.0016,0
influencer,0.4699,0
influencer,31.7342,9
social,0.0152,0
jkl,1.852,1
jkl,0.2496,0
search,0.1288,0
search,0.282,0
search,0.9408,0
search,1.8051,0
influencer,0.0262,0
social,0.4162,0
social,6.5348,2
jkl,0.3364,0
social,0.0014,0
social,0.2296,0
social,0.0007,0
search,0.0077,0
social,0.0991,0
social,0.1396,0
social,0.0,0
influencer,6.358,1
social,0.0929,0
jkl,0.0007,0
search,0.0219,0
jkl,1.0568,0
social,2.6652,1
influencer,0.0166,0
influencer,7.2317,2
influencer,0.2303,0
search,0.0845,0
jkl,2.2195,0
influencer,7.5965,5
search,0.7029,0
social,0.1966,0
jkl,0.8051,0
jkl,0.0642,0
social,0.0002,0
search,0.0384,0
jkl,0.0164,0
search,0.161,0
social,31.6968,3
social,20.1854,32
search,0.7679,1
search,13.4428,17
social,0.4929,0
influencer,10.5846,7
influencer,0.7093,0
search,0.258,0
search,1.8648,2
jkl,0.0007,0
influencer,0.8881,0
search,1.6013,0
jkl,0.0017,0
social,0.7239,0
influencer,6.2316,2
jkl,0.0065,0
influencer,0.4222,0
social,0.0126,0
search,0.7691,1
social,46.1501,41
influencer,1.4129,0
social,1.2692,0
jkl,0.5022,0
influencer,0.093,0
jkl,0.0076,0
social,0.29,0
jkl,0.0065,0
influencer,0.0121,0
search,0.1228,0
social,3.0172,0
influencer,2.5702,0
social,0.384,0
search,0.0005,0
jkl,0.0269,0
influencer,0.3797,0
search,0.0822,0
influencer,0.1291,0
search,1.8145,0
social,0.2915,0
search,0.02,0
jkl,0.9008,0
search,14.723,1
jkl,0.0008,0
search,0.4224,0
jkl,0.7714,0
jkl,0.0089,0
jkl,0.2603,0
search,5.3373,1
jkl,0.0215,0
social,2.4453,4
influencer,18.3839,19
influencer,11.0011,10
influencer,0.1314,0
jkl,0.0202,0
influencer,0.1747,0
jkl,0.547,0
search,0.2229,0
influencer,0.1832,0
social,31.763,6
social,3.0482,3
jkl,33.4297,17
search,0.1744,0
influencer,224.7066,31
search,0.0219,0
influencer,8.5568,5
search,1.8863,0
social,0.0019,0
search,6.2262,1
social,48.0762,7
social,162.2405,22
social,0.0091,0
search,1.1511,0
social,6.7762,2
,0.0024,0
social,0.2445,0
social,4.4873,2
social,0.2694,0
search,0.6398,0
search,0.3973,0
jkl,0.4517,0
jkl,12.3485,4
jkl,0.003,0
jkl,0.0003,0
jkl,9.9714,3
influencer,6.7278,2
social,1.2738,2
influencer,0.0005,0
search,10.2471,3
social,1.4163,0
jkl,0.0251,0
influencer,0.0161,0
jkl,0.1459,0
influencer,0.0032,0
influencer,4.5429,2
influencer,0.6111,0
search,0.3211,0
social,10.5737,3
search,2.7242,0
social,0.1361,0
jkl,3.3649,0
social,1.4809,1
social,0.0194,0
search,0.0983,0
jkl,0.1223,0
search,0.0836,0
influencer,0.0056,0
jkl,0.0136,0
influencer,4.6869,4
social,11.351,1
influencer,0.0532,0
social,11.1429,2
social,1.9486,0
social,0.4866,1
search,0.2376,0
search,12.2057,1
search,0.4006,0
search,1.0652,0
social,20.8598,44
,0.004,0
social,1.6544,3
jkl,0.0368,0
influencer,6.0077,1
social,0.3228,0
jkl,1.6818,1
influencer,6.8919,23
influencer,1.0908,0
jkl,0.0418,0
influencer,0.3565,0
jkl,0.0445,0
influencer,0.0003,0
social,150065.0,1224
jkl,0.0075,0
jkl,0.1887,0
social,0.8923,3
influencer,199.3108,28
social,20.4018,1
search,0.1279,0
,0.0034,0
influencer,36.9751,21
social,41.5226,60
social,2.7611,2
influencer,0.1712,0
search,0.0154,0
search,49498.9,144
influencer,0.0263,0
jkl,0.0638,0
search,0.1722,0
social,0.0018,0
jkl,0.1123,0
social,0.0319,5
search,1.2769,1
jkl,0.0091,0
influencer,24.7005,13
social,0.0125,0
jkl,0.9231,0
jkl,0.0228,0
influencer,0.0676,0
influencer,0.0277,0
search,0.0087,0
jkl,0.0081,0
jkl,0.4548,0
social,2.9831,5
social,4.3524,1
search,1.9458,0
search,3.1552,0
social,3.8426,1
influencer,0.6761,0
search,0.0503,0
search,0.0994,0
influencer,7.3421,4
social,0.0599,0
social,0.6374,1
social,7.2111,1
social,3.3843,4
influencer,4.8711,1
jkl,0.0225,0
search,4.2442,5
social,0.1099,0
influencer,0.0474,0
search,0.3393,0
influencer,29.1636,3
search,0.467,0
search,0.0144,0
,0.0016,0
social,0.0173,0
social,0.0555,0
search,2.6838,0
social,0.4596,1
influencer,141.1327,38
search,0.1238,0
social,0.0116,0
jkl,0.0003,0
influencer,0.1708,0
social,0.0006,0
influencer,41.1634,19
social,0.6458,0
social,60.4289,7
,0.004,0
influencer,7.6375,0
jkl,0.0191,0
jkl,0.2591,0
search,1.873,2
influencer,4.3635,1
jkl,0.2643,0
influencer,2.0341,0
jkl,0.0007,0
jkl,0.0597,0
search,66.9725,5
jkl,3.5851,4
influencer,42.0348,23
jkl,0.0015,0
search,0.0137,0
search,0.1443,0
jkl,0.1022,0
social,7.5889,1
jkl,0.0146,0
social,0.0119,0
jkl,0.0086,0
jkl,0.0085,0
jkl,0.0088,0
social,0.0,0
jkl,0.0006,0
jkl,0.9037,0
influencer,0.001,0
influencer,2.9715,0
social,1.9838,0
social,0.2886,0
search,0.1673,0
social,4.3348,2
jkl,0.0017,0
influencer,0.2902,0
social,0.0023,0
search,2.0706,1
influencer,0.1631,0
influencer,1.361,0
influencer,2.2237,0
social,0.392,0
jkl,0.1091,0
,0.0032,0
search,0.3397,0
influencer,0.2394,0
,0.0024,0
search,1.3387,1
,0.0064,0
social,0.1949,0
influencer,0.0205,0
search,0.5445,0
social,197.3399,34
jkl,0.0408,0
social,0.0002,0
jkl,0.0026,0
search,2.026,0
jkl,1.2575,0
search,0.033,0
influencer,1.0808,0
influencer,0.7589,0
influencer,6.6648,2
social,360.4838,37
search,0.204,0
social,13.9446,2
search,42.4023,4
influencer,0.008,0
social,0.8417,0
search,0.4076,0
social,0.0006,0
influencer,0.6986,0
influencer,0.0448,0
social,1.1699,1
influencer,0.0146,0
search,0.0195,0
search,0.0158,0
jkl,0.004,0
social,10.1201,9
influencer,0.0388,0
social,0.2857,0
search,0.0828,0
jkl,7.8047,15
jkl,0.0026,0
social,0.0014,0
jkl,0.0022,0
jkl,1.1236,0
social,9.5581,1
jkl,8.9901,17
social,0.092,0
social,3.8506,5
influencer,0.2784,0
search,43.9118,8
influencer,5.2025,3
social,1.8357,0
jkl,0.0465,0
search,12348.3,39
search,2.744,2
social,6.1706,4
jkl,7.8913,2
search,0.1101,0
social,0.0056,0
search,0.921,0
jkl,0.0008,0
search,0.1672,0
jkl,0.0007,0
search,0.0084,0
search,1.0594,0
social,1.4392,0
social,0.2253,0
jkl,5.0957,1
influencer,1.0514,0
search,0.0028,0
jkl,0.2507,0
jkl,0.3068,0
search,1.0157,0
social,6.4492,7
social,0.5072,0
social,118.5126,15
influencer,35.5095,17
influencer,0.6226,0
influencer,34.4896,7
social,0.8558,0
search,0.1784,0
search,0.7175,0
social,0.0028,0
influencer,12.5057,34
search,1.1685,1
search,0.4519,0
search,5.1808,1
influencer,6.0182,1
social,1.8153,0
social,2.3502,1
social,0.0902,0
influencer,0.0258,0
influencer,0.1825,0
jkl,0.3478,0
jkl,0.2246,0
influencer,207.7597,33
social,0.0168,0
influencer,126.0032,211
jkl,0.028,0
search,0.0576,0
search,0.0629,0
social,0.8634,0
influencer,0.024,0
search,1.8678,1
influencer,6.6398,4
social,0.0151,0
jkl,0.0203,0
jkl,0.0301,0
search,0.1957,0
social,136269.0,378
,0.0016,0
social,65.7159,15
social,295.2385,51
social,0.0238,0
influencer,4.0822,0
search,0.0166,0
search,0.4932,0
search,0.0068,0
social,0.0213,0
social,0.9143,1
social,0.0083,0
social,1.2513,1
social,0.826,1
search,0.1297,0
jkl,1.7749,0
search,43.6561,6
influencer,0.027,0
social,0.1946,0
jkl,0.03,0
jkl,4.3269,1
search,75.5745,5
search,0.0153,0
social,4.7901,5
jkl,0.0559,0
influencer,0.6126,0
search,19.5253,18
social,0.0679,0
search,1.312,1
influencer,0.0007,0
influencer,0.0167,0
influencer,182.6777,116
influencer,179.2686,26
jkl,1.7848,0
jkl,0.0417,0
jkl,1.0227,0
influencer,2.3943,3
social,0.591,0
jkl,0.0098,0
jkl,0.0057,0
social,3.6918,0
jkl,0.0287,0
jkl,0.1269,0
social,27.0096,54
social,2.6447,4
social,0.1232,0
social,8.5287,8
influencer,7.8803,4
influencer,0.2009,0
jkl,0.1647,0
search,1.0153,0
social,30892.2,61
influencer,33.0267,7
influencer,0.6441,0
jkl,0.154,0
search,1.3377,1
,0.0096,0
jkl,0.3396,0
jkl,5.3534,1
social,0.1107,0
influencer,2.4321,0
influencer,0.8628,0
influencer,0.004,0
influencer,5.727,2
search,1.0619,0
influencer,0.5439,0
jkl,0.0087,0
influencer,1.1082,0
jkl,0.1383,0
jkl,3.9269,1
jkl,0.1466,0
social,0.0144,0
search,0.0002,0
jkl,0.0007,0
influencer,0.0062,0
search,25.2692,3
jkl,0.0141,0
jkl,0.1271,0
search,77345.5,84
social,0.5328,0
search,3.3531,3
search,0.046,0
jkl,1.1061,0
jkl,0.2053,0
search,41.5289,4
jkl,0.0072,0
social,4.3766,1
social,188.6857,21
jkl,0.0055,0
jkl,0.0358,0
influencer,0.0039,0
jkl,0.0398,0
social,0.0559,0
,0.012,0
social,0.0061,0
social,92.2954,87
search,0.0678,0
social,17935.4,33
social,0.0723,0
social,0.0844,0
jkl,0.0031,0
social,0.0001,0
,0.0072,0
social,2.5016,3
influencer,0.0024,0
social,1.4497,2
jkl,0.089,0
social,0.1812,0
jkl,0.0007,0
jkl,0.0034,0
search,0.1073,0
influencer,0.3561,0
social,0.6698,0
search,1.3334,0
influencer,0.002,0
influencer,6.3317,2
search,1.1934,1
social,6.3202,2
jkl,0.0226,0
jkl,0.0548,0
influencer,0.468,0
social,1.0096,0
influencer,0.0289,0
social,348.99,1
jkl,10.9938,13
influencer,0.0185,0
influencer,3.1813,3
,0.0166,0
influencer,8.2485,2
search,1.4495,1
influencer,26.0706,2
search,0.4088,0
social,7.5326,1
social,0.0032,0
jkl,0.0842,0
search,0.0039,0
influencer,0.193,0
influencer,0.0451,0
influencer,1.0438,0
jkl,0.0074,0
search,0.0755,0
search,0.0136,0
search,0.0756,0
influencer,5.8358,3
jkl,0.2152,0
social,133.596,25
influencer,0.0619,0
jkl,0.0016,0
influencer,1.0571,0
search,1.4751,0
influencer,0.0347,0
jkl,0.006,0
influencer,0.1228,0
influencer,0.1164,0
jkl,0.0754,0
search,0.0164,0
social,0.0785,0
search,1.1437,0
search,5.6261,0
search,0.0429,0
search,0.018,0
search,0.0101,0
jkl,0.1544,0
influencer,0.0008,0
influencer,0.0008,0
social,0.0296,0
social,0.8095,1
jkl,0.3144,0
search,0.0912,0
social,7.0805,1
social,0.5059,0
jkl,0.0097,0
influencer,0.0004,0
social,1.8996,0
influencer,2.9823,2
jkl,0.0106,0
social,0.9871,1
social,26.9115,2
influencer,1.0183,0
search,0.0084,0
search,0.0046,0
influencer,13.9037,12
jkl,0.1146,0
social,0.0349,0
social,7.0876,1
social,0.0014,0
influencer,0.0738,0
search,2.9741,2
social,12.1772,2
social,0.0152,0
search,0.268,0
influencer,0.5459,0
social,0.0,0
influencer,1.9914,1
social,20.6138,2
jkl,0.0801,0
social,347.5303,50
search,20.7379,2
social,1.8861,3
social,4.8358,1
social,31.6511,4
social,16656.8,510
search,0.1088,0
social,1.9793,0
social,0.0017,0
jkl,0.0015,0
jkl,0.5005,0
social,0.0073,0
social,9.4711,3
jkl,0.0584,0
social,48.8059,50
social,2.8898,0
jkl,2.46,1
jkl,0.0942,0
social,5.4796,7
influencer,34.6865,18
influencer,0.9603,0
influencer,6.2368,3
influencer,0.3543,0
social,6.8484,7
search,1.3861,0
search,0.0862,0
search,0.0305,0
influencer,0.1003,0
social,0.0145,0
influencer,1.3305,1
search,1.9349,3
social,0.0457,0
search,0.1431,0
search,0.1251,0
influencer,21.6712,17
influencer,4.8289,2
social,0.2788,0
jkl,0.057,0
social,221.1014,25
social,0.307,0
jkl,1.3466,0
social,1.6422,0
search,0.2504,0
social,2.7472,2
jkl,0.5361,0
social,0.1723,0
influencer,0.0131,0
social,0.01,0
social,3.9221,4
social,7.0464,1
influencer,0.0077,0
,0.004,0
social,0.0241,0
social,0.2748,0
jkl,0.105,0
search,0.3466,0
search,0.6654,1
search,0.0318,0
search,0.0309,0
influencer,0.9158,0
social,0.3507,0
social,22.7593,2
jkl,0.0064,0
social,0.0853,0
jkl,0.0124,0
jkl,1.4178,0
social,1.2011,1
social,0.0327,0
social,2.6032,2
search,23.8818,3
jkl,9.7449,8
search,0.8324,0
search,0.0129,0
influencer,250.4306,50
search,0.1075,0
jkl,0.011,0
social,0.0407,0
influencer,0.8791,0
social,0.0137,0
,0.0024,0
influencer,0.5193,0
search,0.0153,0
social,244.9385,34
influencer,0.5247,0
social,0.3858,0
search,0.179,0
influencer,0.0156,0
social,0.7133,0
social,0.0002,0
jkl,1.2011,0
influencer,0.1135,0
search,0.3383,0
search,0.2416,0
search,0.009,0
social,3648.9,94
social,45.289,10
search,0.022,0
influencer,0.6078,0
search,0.1737,0
,0.0096,0
social,1.8913,1
influencer,14.9259,4
jkl,0.0012,0
influencer,0.0071,0
search,0.0111,0
influencer,102.9391,143
social,2.6347,4
jkl,0.0094,0
search,0.0089,0
search,0.0767,0
jkl,0.0103,0
jkl,8.4963,7
social,7.3223,2
social,3.0279,3
influencer,0.9277,0
social,0.5364,0
jkl,0.0095,0
influencer,0.0628,0
search,5.2211,0
search,0.0346,0
jkl,0.0443,0
influencer,15.9719,2
social,0.0663,0
social,0.0012,0
social,3.7785,5
social,4.4634,1
influencer,0.1265,0
social,0.0098,0
search,0.2191,0
jkl,0.0033,0
social,31.1637,6
search,0.6403,0
social,95.2842,13
,0.0016,0
jkl,0.0922,0
jkl,0.0017,0
influencer,0.7205,0
search,2.9439,0
social,37.3309,78
jkl,0.0008,0
social,0.0212,0
influencer,0.0015,0
search,0.1331,0
jkl,0.0055,0
social,1.303,1
social,0.1119,0
jkl,0.0085,0
,0.0276,0
jkl,1.9241,0
influencer,0.0895,0
jkl,1.0402,0
jkl,0.4572,0
search,0.2963,0
search,0.4202,0
influencer,0.9199,0
influencer,1.5367,0
influencer,0.077,0
social,2.1105,3
social,7.2213,1
social,0.8603,0
jkl,0.8824,0
search,81623.5,281
search,0.8747,0
social,314.1459,39
influencer,0.4776,0
social,6.0366,0
jkl,0.0562,0
jkl,0.0045,0
influencer,0.036,0
search,54.8999,7
social,2.5576,0
social,10.6334,4
social,0.0216,0
search,0.0687,0
influencer,0.0075,0
jkl,0.1643,0
jkl,0.0036,0
jkl,1.3702,0
search,101.9474,12
,0.0148,0
jkl,0.0024,0
search,0.0036,0
social,0.264,0
social,301.7261,38
jkl,0.345,0
social,0.0995,0
social,0.0002,0
influencer,0.0832,0
social,2.7287,0
jkl,0.0068,0
,0.0027,0
jkl,0.0957,0
jkl,0.8402,0
jkl,0.0174,0
search,0.1842,0
social,37.52,42
search,1.5913,1
social,3.0196,0
influencer,0.0151,0
social,5.4466,6
jkl,1.6524,0
social,0.3326,0
search,4.3025,1
search,0.7822,1
social,4.6128,7
influencer,0.2606,0
social,0.0122,0
,0.0008,0
social,9.6514,3
social,0.1517,0
influencer,10.5719,0
search,4.3844,6
social,0.0201,0
search,1.1169,1
social,3.2344,3
social,162819.0,974
search,2.096,0
search,0.8579,0
search,1.528,0
jkl,0.4105,0
jkl,0.9,0
social,0.0026,0
jkl,0.0161,0
social,3.652,1
search,0.6072,0
search,2.1736,2
search,0.3188,0
,0.0016,0
search,0.7124,0
social,2.7154,4
search,0.1016,0
influencer,8.0419,21
social,0.0042,0
influencer,41.4622,28
social,3.2916,0
search,0.0201,0
influencer,0.2762,0
jkl,0.0259,0
search,2.0274,1
social,0.144,0
influencer,8.1844,2
search,0.239,0
social,0.2017,0
social,0.3059,0
social,4.1465,5
social,0.0136,0
influencer,1.1106,0
search,22.4203,5
influencer,0.0008,0
social,0.2562,0
social,0.0142,0
social,8.877,1
search,1.3174,1
jkl,0.0319,0
search,0.1289,0
jkl,0.0058,0
jkl,0.0087,0
jkl,0.4317,0
jkl,0.0045,0
social,1.0597,0
jkl,0.0248,0
jkl,0.0059,0
influencer,0.2531,0
jkl,6.3213,2
social,0.0001,0
influencer,18.9244,4
jkl,0.0097,0
social,58596.4,1020
influencer,0.0448,0
jkl,0.0102,0
jkl,0.5667,0
jkl,0.0011,0
search,0.0642,0
search,0.7196,0
jkl,1.141,0
social,0.0134,0
influencer,1.6316,0
influencer,0.0003,0
influencer,20.8269,35
social,3.2843,0
social,0.0164,0
jkl,0.055,0
influencer,0.1078,0
jkl,1.8233,1
social,7.7627,2
social,0.3765,0
influencer,6.3423,1
jkl,1.0459,0
social,17.3368,5
search,0.2481,0
jkl,0.0387,0
social,1.4013,1
social,8.4902,3
social,0.0126,0
social,3.9181,4
social,0.002,0
jkl,1.1102,0
search,0.6506,0
social,0.0001,0
jkl,0.0361,0
influencer,0.3496,0
jkl,0.0046,0
jkl,16.5304,8
influencer,31.226,4
social,3.7999,4
influencer,10.6771,2
search,0.1889,0
jkl,0.2883,0
influencer,0.0183,0
influencer,1.7469,0
influencer,0.0008,0
jkl,1.3615,0
jkl,0.0957,0
social,61.6643,99
jkl,0.2316,0
jkl,0.2458,0
jkl,0.012,0
search,0.0086,0
jkl,0.0008,0
search,0.063,0
search,9.1735,1
search,0.5546,0
influencer,0.0469,0
search,0.0291,0
social,885.75,4
social,0.2555,0
social,0.417,0
social,3.1746,6
jkl,0.3432,0
social,0.0234,0
influencer,1.2793,0
influencer,0.0972,0
jkl,1.4907,1
influencer,0.67,0
search,0.7089,0
search,1.4596,0
social,0.0004,0
social,58.1003,6
jkl,0.0007,0
search,0.5584,0
influencer,0.1229,0
jkl,0.085,0
influencer,181.1511,24
influencer,0.1226,0
social,0.4093,0
social,0.0252,0
social,0.0502,0
search,4.9531,1
influencer,5.1601,1
search,2.9931,6
social,2.6189,0
social,0.1521,0
social,1.7468,3
influencer,0.6931,1
search,0.0024,0
social,5.188,1
social,0.4331,1
social,3.1079,4
jkl,0.9066,0
social,3.7928,0
jkl,0.3253,0
search,0.6449,0
influencer,23.0094,9
social,2.6911,0
social,0.0661,0
jkl,0.0003,0
search,0.5058,0
search,15.8769,2
social,0.4554,0
social,2.2424,3
jkl,0.2343,0
influencer,32770.1,50
jkl,0.1468,0
social,0.3298,0
social,0.7401,0
search,0.4148,0
social,139.4103,22
social,0.2179,0
influencer,0.4379,0
social,2.9927,4
jkl,0.0154,0
search,0.0475,0
social,0.5983,1
influencer,0.2226,0
social,0.3238,0
jkl,0.2019,0
influencer,0.0004,0
social,3.0436,0
influencer,0.7603,0
search,0.519,1
influencer,0.0634,0
influencer,0.1264,0
jkl,0.0202,0
influencer,0.326,0
influencer,8.4537,1
social,5.8664,7
jkl,0.003,0
jkl,1.5599,1
jkl,0.0061,0
,0.0013,0
social,2.2941,4
influencer,0.039,0
search,0.3606,0
jkl,5.6484,2
social,0.0127,0
jkl,0.0048,0
search,0.7246,0
social,1.9707,0
search,0.2425,0
social,0.0226,0
search,0.1878,0
jkl,0.0006,0
jkl,0.0041,0
search,0.7319,0
social,593576.0,694
search,0.0122,0
search,1.5133,1
search,0.132,0
influencer,1.6682,2
jkl,0.001,0
influencer,0.0148,0
search,0.2622,0
influencer,0.2246,0
search,0.0775,0
jkl,0.0269,0
influencer,0.5159,0
social,1.285,0
influencer,9.1892,6
jkl,0.0013,0
jkl,0.0407,0
,0.0006,0
social,7.0311,6
,0.0496,0
social,84.6411,10
influencer,3.4707,1
influencer,0.1329,0
jkl,0.2826,0
influencer,0.6553,0
social,2.5727,0
search,19.7394,4
social,1.2453,2
jkl,0.0013,0
influencer,0.3574,0
jkl,0.0032,0
jkl,0.6474,0
jkl,0.0057,0
social,0.743,0
influencer,5.1857,3
influencer,0.1353,0
social,0.2154,0
,0.0016,0
search,0.002,0
influencer,8.277,8
influencer,0.0007,0
influencer,11.5454,9
social,0.1673,0
influencer,0.0102,0
jkl,0.0342,0
social,1.2541,1
social,11230.2,15
jkl,0.0475,0
influencer,0.2588,0
jkl,3.1895,1
influencer,0.7421,0
social,4.4849,2
search,26.0365,6
jkl,0.01,0
jkl,0.0275,0
influencer,6.6497,3
social,1.7969,3
jkl,0.004,0
social,0.0324,0
,0.008,0
influencer,0.0826,0
search,7.8401,2
social,0.9938,2
jkl,1.6287,0
social,0.0005,0
social,0.5798,0
,0.0024,0
search,0.1404,0
jkl,0.0002,0
search,0.016,0
jkl,0.0015,0
social,0.1791,0
search,7.3827,1
search,0.5752,0
social,0.0012,0
jkl,0.0169,0
jkl,1.4189,0
social,1.4519,2
social,0.0134,0
search,0.6428,0
influencer,0.0677,0
jkl,0.0977,0
jkl,0.4106,0
jkl,0.0414,0
search,0.0192,0
social,2.9882,7
influencer,0.0007,0
influencer,1.2997,0
search,0.0234,0
social,0.0032,0
influencer,1.1475,0
social,0.0012,0
jkl,0.0011,0
jkl,1.1241,1
influencer,64.3666,38
social,1071.16,3
social,23908.4,42
jkl,0.0015,0
search,0.2993,0
influencer,0.0062,0
search,0.0356,0
jkl,0.1392,0
jkl,0.0531,0
social,0.0427,0
social,1.8412,4
jkl,0.325,0
influencer,0.0565,0
jkl,0.0029,0
search,0.1165,0
influencer,0.1118,0
influencer,0.6588,0
influencer,1.0136,0
social,0.0008,0
jkl,0.2703,0
search,0.0155,0
search,0.0141,0
search,1.0363,1
jkl,0.6056,0
social,1293.55,3
influencer,1.3203,0
jkl,0.0114,0
jkl,0.0611,0
jkl,0.5309,0
search,0.1894,0
jkl,0.0196,0
influencer,11.5368,8
jkl,1.6536,0
jkl,0.0385,0
influencer,129.1346,188
jkl,0.0278,0
search,0.1328,0
social,5.5134,1
search,0.3334,0
search,0.0138,0
social,0.0,0
search,0.3745,0
search,0.01,0
social,1.6883,1
social,18.2956,5
jkl,3.6112,0
search,0.2747,0
jkl,0.0015,0
social,0.0221,0
social,0.746,0
social,372.3133,67
jkl,0.1952,0
influencer,0.3283,0
,0.0013,0
social,0.262,0
social,0.7041,0
jkl,0.0462,0
social,0.0007,0
search,0.8199,0
jkl,0.1583,0
jkl,0.0116,0
jkl,0.0011,0
jkl,1.9135,0
jkl,0.0006,0
social,6.2321,6
social,56.5878,77
influencer,0.9997,0
influencer,10.2954,35
search,17.0558,3
influencer,10.7232,4
influencer,0.1288,0
jkl,0.031,0
social,0.3886,0
jkl,0.0382,0
