category,cost,orders
social,15.3637,11
search,0.2808,0
influencer,0.0287,4
search,1.7709,0
search,0.2902,0
jkl,0.4518,3
social,3.2754,3
jkl,0.0076,0
search,1.2102,2
influencer,0.0167,0
influencer,0.3271,0
social,1.4242,6
social,3.1867,2
jkl,0.0144,0
social,7.7598,20
search,4.2645,0
jkl,0.1391,0
,0.0017,0
jkl,0.0947,0
jkl,2.1695,1
jkl,2.2432,2
influencer,349.4535,3277
influencer,0.004,0
,0.0016,0
jkl,0.181,1
influencer,0.1913,0
search,0.303,0
influencer,1.4434,0
influencer,0.2261,4
,0.002,0
jkl,0.0015,0
influencer,2.2998,0
influencer,0.0131,0
social,0.4452,0
jkl,0.0055,0
jkl,0.0005,0
search,0.0601,0
search,5.5359,39
social,0.0199,0
jkl,0.0098,0
,0.0038,0
influencer,0.5545,1
social,15.7513,13
search,0.0082,0
search,0.0007,0
social,2.0754,0
search,0.0055,0
search,18.2894,24
social,5.1939,50
search,0.1888,0
jkl,0.4675,1
jkl,0.0006,0
search,0.0231,0
,0.0248,0
social,0.5675,1
influencer,0.0449,0
search,0.0199,0
,0.0016,0
jkl,0.0582,0
search,0.5774,0
social,0.0246,0
influencer,0.0501,0
social,169.75,0
social,0.0016,0
search,0.2071,0
social,258306.0,76
influencer,1.4036,4
social,0.0028,0
social,2.7336,0
search,0.0282,0
social,10.1472,0
jkl,0.8463,0
social,31.0036,229
jkl,0.0386,0
jkl,1.4939,1
social,3.4891,6
search,0.7093,0
social,8367.08,4
social,42.8352,229
search,2.5686,12
social,0.0008,0
social,0.4891,2
search,26220.4,6
jkl,0.0129,0
jkl,0.1166,0
jkl,0.52,0
jkl,0.3231,0
search,1.4223,1
influencer,0.0196,0
jkl,0.0025,0
search,11.4653,26
jkl,1.3723,0
influencer,21.3883,78
social,0.3108,0
influencer,10.8589,58
jkl,0.045,0
jkl,0.0602,0
influencer,0.9288,0
influencer,2.6574,0
search,0.3942,0
jkl,0.0468,0
influencer,11.5054,11
social,1.3213,0
search,6.1647,4
influencer,45.2957,332
social,6.075,16
social,3.8699,2
jkl,0.0147,0
influencer,3.102,3
influencer,16.7901,40
social,45.9527,56
influencer,0.011,0
,0.0096,0
search,0.2598,0
social,0.0,0
,0.004,0
search,38.3386,61
social,430.9682,965
social,285.0589,722
social,1.4038,0
search,4.8187,3
social,5.6828,11
search,1.3596,2
social,1.1829,2
social,0.9502,2
social,7.4441,12
jkl,0.4555,0
jkl,0.0038,0
search,1.0271,0
jkl,0.0161,0
jkl,0.0007,0
influencer,1.7535,2
search,16.5577,110
social,0.0,0
search,0.4938,0
jkl,0.0011,0
jkl,0.1764,0
influencer,0.0393,0
influencer,1.7059,0
jkl,0.0024,0
social,0.014,0
search,0.178,0
jkl,3.7779,5
social,105.9501,332
social,10.3089,66
influencer,620903.0,160
social,0.0034,0
search,0.0006,0
search,0.0022,0
influencer,0.9865,0
search,0.1117,0
social,0.0843,0
jkl,0.0084,0
social,0.0275,0
jkl,0.138,1
search,9.0629,8
search,0.655,0
,0.0016,0
influencer,0.093,0
influencer,0.0011,0
social,2.1523,5
jkl,1.6441,0
influencer,19.9801,18
jkl,0.617,0
social,595176.0,80
jkl,0.5516,0
jkl,0.0021,0
search,0.0126,0
search,0.145,0
social,5.0371,1
influencer,0.0398,0
,0.012,0
social,0.0009,0
search,43.855,87
influencer,0.1843,0
influencer,0.1403,0
jkl,0.0047,0
influencer,22.3898,267
social,0.0005,0
social,0.01,0
search,47.0618,129
influencer,205870.0,53
influencer,0.1795,1
jkl,0.187,0
social,141.058,542
social,3.1993,9
jkl,0.4755,1
influencer,15.5935,16
,0.0008,0
influencer,0.1304,1
,0.051,0
jkl,0.0068,0
jkl,0.5602,0
search,0.0172,0
social,0.3548,0
influencer,0.001,0
social,7.0158,7
social,0.001,0
jkl,0.1299,0
search,0.1923,1
search,0.3088,0
influencer,12.7964,46
social,3.2372,1
search,0.163,0
social,3173.41,1
social,0.0008,0
jkl,0.0008,0
influencer,5.6495,2
social,4.0911,3
social,0.0393,0
jkl,11.0505,92
influencer,0.4839,0
influencer,366.4479,2747
jkl,0.0947,0
search,0.6202,0
search,1.5469,2
search,0.6098,1
jkl,0.0015,0
jkl,0.0013,0
jkl,0.0608,0
social,224.3768,402
social,0.0134,0
social,126.6651,345
search,0.3308,0
influencer,0.5274,0
social,9.2618,9
jkl,0.3747,0
social,9.0567,21
social,0.3463,1
search,0.1126,0
jkl,0.0293,0
influencer,4.1708,0
influencer,0.8349,0
jkl,0.3405,0
search,0.1549,0
jkl,0.0055,0
influencer,0.1095,0
social,0.1784,0
search,4453.1,1
social,0.2129,0
social,5.2746,3
search,43.3744,111
social,5.1364,1
social,0.0003,0
influencer,0.005,0
search,1487.24,0
jkl,0.3527,6
search,0.2466,0
jkl,0.1092,0
social,8.5966,5
jkl,0.3663,5
social,2059.03,1
jkl,0.0123,0
search,0.0778,0
jkl,0.0075,0
social,0.6908,0
jkl,0.0016,0
influencer,0.4699,1
influencer,31.7342,205
social,0.0152,1
jkl,1.852,9
jkl,0.2496,4
search,0.1288,0
search,0.282,2
search,0.9408,0
search,1.8051,5
influencer,0.0262,0
social,0.4162,0
social,6.5348,17
jkl,0.3364,0
social,0.0014,0
social,0.2296,0
social,0.0007,0
search,0.0077,0
social,0.0991,0
social,0.1396,0
social,0.0,0
influencer,6.358,6
social,0.0929,0
jkl,0.0007,0
search,0.0219,0
jkl,1.0568,0
social,2.6652,0
influencer,0.0166,0
influencer,7.2317,15
influencer,0.2303,0
search,0.0845,0
jkl,2.2195,0
influencer,7.5965,37
search,0.7029,2
social,0.1966,0
jkl,0.8051,0
jkl,0.0642,0
social,0.0002,0
search,0.0384,0
jkl,0.0164,0
search,0.161,0
social,31.6968,66
social,20.1854,22
search,0.7679,0
search,13.4428,16
social,0.4929,0
influencer,10.5846,45
influencer,0.7093,0
search,0.258,0
search,1.8648,0
jkl,0.0007,0
influencer,0.8881,0
search,1.6013,1
jkl,0.0017,0
social,0.7239,4
influencer,6.2316,0
jkl,0.0065,0
influencer,0.4222,0
social,0.0126,0
search,0.7691,0
social,46.1501,21
influencer,1.4129,1
social,1.2692,1
jkl,0.5022,0
influencer,0.093,0
jkl,0.0076,0
social,0.29,0
jkl,0.0065,0
influencer,0.0121,0
search,0.1228,0
social,3.0172,11
influencer,2.5702,1
social,0.384,0
search,0.0005,0
jkl,0.0269,0
influencer,0.3797,0
search,0.0822,0
influencer,0.1291,0
search,1.8145,0
social,0.2915,2
search,0.02,0
jkl,0.9008,0
search,14.723,73
jkl,0.0008,0
search,0.4224,0
jkl,0.7714,2
jkl,0.0089,0
jkl,0.2603,4
search,5.3373,13
jkl,0.0215,0
social,2.4453,1
influencer,18.3839,69
influencer,11.0011,63
influencer,0.1314,1
jkl,0.0202,0
influencer,0.1747,0
jkl,0.547,1
search,0.2229,0
influencer,0.1832,0
social,31.763,227
social,3.0482,1
jkl,33.4297,181
search,0.1744,0
influencer,224.7066,987
search,0.0219,0
influencer,8.5568,1
search,1.8863,1
social,0.0019,0
search,6.2262,44
social,48.0762,283
social,162.2405,386
social,0.0091,0
search,1.1511,2
social,6.7762,21
,0.0024,0
social,0.2445,0
social,4.4873,22
social,0.2694,0
search,0.6398,0
search,0.3973,0
jkl,0.4517,0
jkl,12.3485,69
jkl,0.003,0
jkl,0.0003,0
jkl,9.9714,101
influencer,6.7278,12
social,1.2738,0
influencer,0.0005,0
search,10.2471,70
social,1.4163,2
jkl,0.0251,0
influencer,0.0161,0
jkl,0.1459,1
influencer,0.0032,0
influencer,4.5429,1
influencer,0.6111,1
search,0.3211,0
social,10.5737,28
search,2.7242,1
social,0.1361,0
jkl,3.3649,43
social,1.4809,0
social,0.0194,0
search,0.0983,0
jkl,0.1223,0
search,0.0836,0
influencer,0.0056,0
jkl,0.0136,0
influencer,4.6869,38
social,11.351,34
influencer,0.0532,0
social,11.1429,8
social,1.9486,0
social,0.4866,1
search,0.2376,0
search,12.2057,74
search,0.4006,0
search,1.0652,0
social,20.8598,17
,0.004,0
social,1.6544,0
jkl,0.0368,0
influencer,6.0077,54
social,0.3228,0
jkl,1.6818,0
influencer,6.8919,13
influencer,1.0908,0
jkl,0.0418,0
influencer,0.3565,0
jkl,0.0445,0
influencer,0.0003,0
social,150065.0,48
jkl,0.0075,0
jkl,0.1887,0
social,0.8923,2
influencer,199.3108,691
social,20.4018,27
search,0.1279,0
,0.0034,0
influencer,36.9751,316
social,41.5226,37
social,2.7611,1
influencer,0.1712,1
search,0.0154,0
search,49498.9,13
influencer,0.0263,0
jkl,0.0638,0
search,0.1722,0
social,0.0018,0
jkl,0.1123,0
social,0.0319,0
search,1.2769,0
jkl,0.0091,0
influencer,24.7005,311
social,0.0125,0
jkl,0.9231,1
jkl,0.0228,0
influencer,0.0676,0
influencer,0.0277,0
search,0.0087,0
jkl,0.0081,0
jkl,0.4548,0
social,2.9831,3
social,4.3524,5
search,1.9458,1
search,3.1552,39
social,3.8426,2
influencer,0.6761,0
search,0.0503,0
search,0.0994,0
influencer,7.3421,2
social,0.0599,0
social,0.6374,1
social,7.2111,3
social,3.3843,0
influencer,4.8711,5
jkl,0.0225,0
search,4.2442,6
social,0.1099,0
influencer,0.0474,0
search,0.3393,0
influencer,29.1636,51
search,0.467,0
search,0.0144,0
,0.0016,0
social,0.0173,0
social,0.0555,0
search,2.6838,5
social,0.4596,0
influencer,141.1327,1317
search,0.1238,0
social,0.0116,0
jkl,0.0003,0
influencer,0.1708,0
social,0.0006,0
influencer,41.1634,272
social,0.6458,0
social,60.4289,283
,0.004,0
influencer,7.6375,12
jkl,0.0191,0
jkl,0.2591,0
search,1.873,0
influencer,4.3635,0
jkl,0.2643,0
influencer,2.0341,2
jkl,0.0007,0
jkl,0.0597,0
search,66.9725,125
jkl,3.5851,2
influencer,42.0348,283
jkl,0.0015,0
search,0.0137,0
search,0.1443,0
jkl,0.1022,2
social,7.5889,14
jkl,0.0146,0
social,0.0119,0
jkl,0.0086,0
jkl,0.0085,0
jkl,0.0088,0
social,0.0,0
jkl,0.0006,0
jkl,0.9037,0
influencer,0.001,0
influencer,2.9715,0
social,1.9838,0
social,0.2886,0
search,0.1673,0
social,4.3348,25
jkl,0.0017,0
influencer,0.2902,0
social,0.0023,0
search,2.0706,1
influencer,0.1631,0
influencer,1.361,0
influencer,2.2237,1
social,0.392,0
jkl,0.1091,0
,0.0032,0
search,0.3397,0
influencer,0.2394,0
,0.0024,0
search,1.3387,0
,0.0064,0
social,0.1949,0
influencer,0.0205,0
search,0.5445,1
social,197.3399,439
jkl,0.0408,0
social,0.0002,0
jkl,0.0026,0
search,2.026,1
jkl,1.2575,4
search,0.033,0
influencer,1.0808,2
influencer,0.7589,0
influencer,6.6648,42
social,360.4838,1180
search,0.204,1
social,13.9446,18
search,42.4023,80
influencer,0.008,0
social,0.8417,0
search,0.4076,0
social,0.0006,0
influencer,0.6986,2
influencer,0.0448,0
social,1.1699,0
influencer,0.0146,0
search,0.0195,0
search,0.0158,0
jkl,0.004,0
social,10.1201,2
influencer,0.0388,0
social,0.2857,5
search,0.0828,0
jkl,7.8047,13
jkl,0.0026,0
social,0.0014,0
jkl,0.0022,0
jkl,1.1236,0
social,9.5581,6
jkl,8.9901,24
social,0.092,0
social,3.8506,5
influencer,0.2784,0
search,43.9118,43
influencer,5.2025,4
social,1.8357,2
jkl,0.0465,0
search,12348.3,4
search,2.744,0
social,6.1706,1
jkl,7.8913,43
search,0.1101,0
social,0.0056,0
search,0.921,0
jkl,0.0008,0
search,0.1672,0
jkl,0.0007,0
search,0.0084,0
search,1.0594,1
social,1.4392,1
social,0.2253,1
jkl,5.0957,54
influencer,1.0514,2
search,0.0028,0
jkl,0.2507,2
jkl,0.3068,4
search,1.0157,2
social,6.4492,1
social,0.5072,0
social,118.5126,361
influencer,35.5095,305
influencer,0.6226,1
influencer,34.4896,187
social,0.8558,3
search,0.1784,0
search,0.7175,1
social,0.0028,0
influencer,12.5057,11
search,1.1685,0
search,0.4519,0
search,5.1808,46
influencer,6.0182,6
social,1.8153,0
social,2.3502,11
social,0.0902,0
influencer,0.0258,0
influencer,0.1825,0
jkl,0.3478,0
jkl,0.2246,0
influencer,207.7597,966
social,0.0168,0
influencer,126.0032,131
jkl,0.028,0
search,0.0576,0
search,0.0629,0
social,0.8634,1
influencer,0.024,0
search,1.8678,1
influencer,6.6398,19
social,0.0151,0
jkl,0.0203,0
jkl,0.0301,0
search,0.1957,0
social,136269.0,45
,0.0016,0
social,65.7159,397
social,295.2385,994
social,0.0238,0
influencer,4.0822,13
search,0.0166,3
search,0.4932,1
search,0.0068,0
social,0.0213,0
social,0.9143,0
social,0.0083,0
social,1.2513,1
social,0.826,0
search,0.1297,0
jkl,1.7749,3
search,43.6561,73
influencer,0.027,0
social,0.1946,0
jkl,0.03,0
jkl,4.3269,12
search,75.5745,124
search,0.0153,0
social,4.7901,0
jkl,0.0559,0
influencer,0.6126,8
search,19.5253,8
social,0.0679,0
search,1.312,2
influencer,0.0007,0
influencer,0.0167,0
influencer,182.6777,2100
influencer,179.2686,1331
jkl,1.7848,0
jkl,0.0417,0
jkl,1.0227,0
influencer,2.3943,1
social,0.591,0
jkl,0.0098,0
jkl,0.0057,0
social,3.6918,3
jkl,0.0287,0
jkl,0.1269,0
social,27.0096,31
social,2.6447,0
social,0.1232,0
social,8.5287,10
influencer,7.8803,2
influencer,0.2009,0
jkl,0.1647,0
search,1.0153,0
social,30892.2,6
influencer,33.0267,267
influencer,0.6441,0
jkl,0.154,0
search,1.3377,1
,0.0096,0
jkl,0.3396,0
jkl,5.3534,24
social,0.1107,0
influencer,2.4321,0
influencer,0.8628,0
influencer,0.004,0
influencer,5.727,1
search,1.0619,0
influencer,0.5439,0
jkl,0.0087,0
influencer,1.1082,0
jkl,0.1383,0
jkl,3.9269,27
jkl,0.1466,8
social,0.0144,0
search,0.0002,0
jkl,0.0007,0
influencer,0.0062,0
search,25.2692,58
jkl,0.0141,0
jkl,0.1271,2
search,77345.5,16
social,0.5328,0
search,3.3531,1
search,0.046,0
jkl,1.1061,2
jkl,0.2053,0
search,41.5289,62
jkl,0.0072,0
social,4.3766,8
social,188.6857,996
jkl,0.0055,0
jkl,0.0358,0
influencer,0.0039,0
jkl,0.0398,0
social,0.0559,0
,0.012,0
social,0.0061,0
social,92.2954,74
search,0.0678,0
social,17935.4,3
social,0.0723,0
social,0.0844,0
jkl,0.0031,0
social,0.0001,0
,0.0072,0
social,2.5016,1
influencer,0.0024,0
social,1.4497,0
jkl,0.089,0
social,0.1812,0
jkl,0.0007,0
jkl,0.0034,0
search,0.1073,0
influencer,0.3561,0
social,0.6698,0
search,1.3334,4
influencer,0.002,0
influencer,6.3317,12
search,1.1934,0
social,6.3202,11
jkl,0.0226,0
jkl,0.0548,0
influencer,0.468,0
social,1.0096,1
influencer,0.0289,0
social,348.99,0
jkl,10.9938,5
influencer,0.0185,0
influencer,3.1813,0
,0.0166,0
influencer,8.2485,20
search,1.4495,3
influencer,26.0706,39
search,0.4088,0
social,7.5326,72
social,0.0032,0
jkl,0.0842,0
search,0.0039,0
influencer,0.193,0
influencer,0.0451,0
influencer,1.0438,1
jkl,0.0074,0
search,0.0755,0
search,0.0136,0
search,0.0756,0
influencer,5.8358,0
jkl,0.2152,0
social,133.596,746
influencer,0.0619,0
jkl,0.0016,0
influencer,1.0571,2
search,1.4751,0
influencer,0.0347,0
jkl,0.006,0
influencer,0.1228,0
influencer,0.1164,0
jkl,0.0754,0
search,0.0164,0
social,0.0785,0
search,1.1437,5
search,5.6261,2
search,0.0429,0
search,0.018,0
search,0.0101,0
jkl,0.1544,2
influencer,0.0008,0
influencer,0.0008,0
social,0.0296,0
social,0.8095,0
jkl,0.3144,0
search,0.0912,0
social,7.0805,17
social,0.5059,3
jkl,0.0097,0
influencer,0.0004,0
social,1.8996,12
influencer,2.9823,0
jkl,0.0106,0
social,0.9871,0
social,26.9115,49
influencer,1.0183,1
search,0.0084,0
search,0.0046,0
influencer,13.9037,47
jkl,0.1146,0
social,0.0349,0
social,7.0876,13
social,0.0014,0
influencer,0.0738,0
search,2.9741,0
social,12.1772,12
social,0.0152,0
search,0.268,0
influencer,0.5459,1
social,0.0,0
influencer,1.9914,3
social,20.6138,54
jkl,0.0801,0
social,347.5303,879
search,20.7379,82
social,1.8861,1
social,4.8358,4
social,31.6511,92
social,16656.8,6
search,0.1088,0
social,1.9793,2
social,0.0017,0
jkl,0.0015,0
jkl,0.5005,0
social,0.0073,0
social,9.4711,11
jkl,0.0584,0
social,48.8059,34
social,2.8898,1
jkl,2.46,16
jkl,0.0942,0
social,5.4796,0
influencer,34.6865,264
influencer,0.9603,0
influencer,6.2368,0
influencer,0.3543,0
social,6.8484,0
search,1.3861,1
search,0.0862,0
search,0.0305,0
influencer,0.1003,0
social,0.0145,1
influencer,1.3305,1
search,1.9349,1
social,0.0457,0
search,0.1431,0
search,0.1251,4
influencer,21.6712,45
influencer,4.8289,0
social,0.2788,0
jkl,0.057,0
social,221.1014,525
social,0.307,0
jkl,1.3466,6
social,1.6422,7
search,0.2504,0
social,2.7472,0
jkl,0.5361,0
social,0.1723,0
influencer,0.0131,0
social,0.01,0
social,3.9221,4
social,7.0464,5
influencer,0.0077,0
,0.004,0
social,0.0241,0
social,0.2748,0
jkl,0.105,0
search,0.3466,0
search,0.6654,0
search,0.0318,0
search,0.0309,0
influencer,0.9158,5
social,0.3507,0
social,22.7593,37
jkl,0.0064,0
social,0.0853,0
jkl,0.0124,0
jkl,1.4178,0
social,1.2011,0
social,0.0327,0
social,2.6032,0
search,23.8818,34
jkl,9.7449,8
search,0.8324,5
search,0.0129,1
influencer,250.4306,1063
search,0.1075,0
jkl,0.011,0
social,0.0407,0
influencer,0.8791,1
social,0.0137,0
,0.0024,0
influencer,0.5193,0
search,0.0153,0
social,244.9385,735
influencer,0.5247,0
social,0.3858,0
search,0.179,1
influencer,0.0156,0
social,0.7133,0
social,0.0002,0
jkl,1.2011,3
influencer,0.1135,0
search,0.3383,0
search,0.2416,0
search,0.009,0
social,3648.9,1
social,45.289,349
search,0.022,0
influencer,0.6078,0
search,0.1737,0
,0.0096,0
social,1.8913,9
influencer,14.9259,20
jkl,0.0012,0
influencer,0.0071,0
search,0.0111,0
influencer,102.9391,94
social,2.6347,1
jkl,0.0094,0
search,0.0089,0
search,0.0767,0
jkl,0.0103,0
jkl,8.4963,12
social,7.3223,10
social,3.0279,11
influencer,0.9277,2
social,0.5364,3
jkl,0.0095,0
influencer,0.0628,0
search,5.2211,28
search,0.0346,0
jkl,0.0443,0
influencer,15.9719,65
social,0.0663,0
social,0.0012,0
social,3.7785,6
social,4.4634,6
influencer,0.1265,0
social,0.0098,0
search,0.2191,0
jkl,0.0033,0
social,31.1637,33
search,0.6403,0
social,95.2842,334
,0.0016,0
jkl,0.0922,0
jkl,0.0017,0
influencer,0.7205,0
search,2.9439,15
social,37.3309,29
jkl,0.0008,0
social,0.0212,0
influencer,0.0015,0
search,0.1331,0
jkl,0.0055,0
social,1.303,0
social,0.1119,0
jkl,0.0085,0
,0.0276,0
jkl,1.9241,0
influencer,0.0895,0
jkl,1.0402,0
jkl,0.4572,1
search,0.2963,0
search,0.4202,4
influencer,0.9199,0
influencer,1.5367,6
influencer,0.077,0
social,2.1105,1
social,7.2213,8
social,0.8603,0
jkl,0.8824,0
search,81623.5,20
search,0.8747,0
social,314.1459,849
influencer,0.4776,1
social,6.0366,4
jkl,0.0562,0
jkl,0.0045,0
influencer,0.036,0
search,54.8999,99
social,2.5576,2
social,10.6334,19
social,0.0216,0
search,0.0687,1
influencer,0.0075,0
jkl,0.1643,1
jkl,0.0036,0
jkl,1.3702,4
search,101.9474,132
,0.0148,0
jkl,0.0024,0
search,0.0036,0
social,0.264,0
social,301.7261,668
jkl,0.345,0
social,0.0995,0
social,0.0002,0
influencer,0.0832,0
social,2.7287,1
jkl,0.0068,0
,0.0027,0
jkl,0.0957,0
jkl,0.8402,4
jkl,0.0174,0
search,0.1842,0
social,37.52,33
search,1.5913,1
social,3.0196,7
influencer,0.0151,0
social,5.4466,2
jkl,1.6524,8
social,0.3326,0
search,4.3025,23
search,0.7822,1
social,4.6128,0
influencer,0.2606,0
social,0.0122,0
,0.0008,0
social,9.6514,18
social,0.1517,0
influencer,10.5719,11
search,4.3844,2
social,0.0201,0
search,1.1169,0
social,3.2344,2
social,162819.0,46
search,2.096,6
search,0.8579,0
search,1.528,5
jkl,0.4105,0
jkl,0.9,4
social,0.0026,0
jkl,0.0161,0
social,3.652,1
search,0.6072,0
search,2.1736,2
search,0.3188,0
,0.0016,0
search,0.7124,0
social,2.7154,0
search,0.1016,0
influencer,8.0419,9
social,0.0042,0
influencer,41.4622,323
social,3.2916,2
search,0.0201,0
influencer,0.2762,0
jkl,0.0259,0
search,2.0274,0
social,0.144,0
influencer,8.1844,21
search,0.239,0
social,0.2017,0
social,0.3059,0
social,4.1465,3
social,0.0136,0
influencer,1.1106,0
search,22.4203,115
influencer,0.0008,0
social,0.2562,0
social,0.0142,0
social,8.877,24
search,1.3174,0
jkl,0.0319,0
search,0.1289,0
jkl,0.0058,0
jkl,0.0087,0
jkl,0.4317,0
jkl,0.0045,0
social,1.0597,0
jkl,0.0248,0
jkl,0.0059,0
influencer,0.2531,0
jkl,6.3213,38
social,0.0001,0
influencer,18.9244,77
jkl,0.0097,0
social,58596.4,16
influencer,0.0448,0
jkl,0.0102,0
jkl,0.5667,0
jkl,0.0011,0
search,0.0642,0
search,0.7196,1
jkl,1.141,7
social,0.0134,0
influencer,1.6316,3
influencer,0.0003,0
influencer,20.8269,38
social,3.2843,5
social,0.0164,0
jkl,0.055,0
influencer,0.1078,0
jkl,1.8233,0
social,7.7627,16
social,0.3765,0
influencer,6.3423,61
jkl,1.0459,0
social,17.3368,12
search,0.2481,0
jkl,0.0387,0
social,1.4013,12
social,8.4902,12
social,0.0126,0
social,3.9181,1
social,0.002,0
jkl,1.1102,0
search,0.6506,0
social,0.0001,0
jkl,0.0361,0
influencer,0.3496,0
jkl,0.0046,0
jkl,16.5304,275
influencer,31.226,66
social,3.7999,1
influencer,10.6771,10
search,0.1889,1
jkl,0.2883,0
influencer,0.0183,0
influencer,1.7469,1
influencer,0.0008,0
jkl,1.3615,13
jkl,0.0957,0
social,61.6643,41
jkl,0.2316,2
jkl,0.2458,4
jkl,0.012,0
search,0.0086,0
jkl,0.0008,0
search,0.063,0
search,9.1735,33
search,0.5546,0
influencer,0.0469,0
search,0.0291,0
social,885.75,1
social,0.2555,0
social,0.417,0
social,3.1746,0
jkl,0.3432,1
social,0.0234,0
influencer,1.2793,0
influencer,0.0972,0
jkl,1.4907,28
influencer,0.67,0
search,0.7089,6
search,1.4596,0
social,0.0004,0
social,58.1003,224
jkl,0.0007,0
search,0.5584,0
influencer,0.1229,0
jkl,0.085,0
influencer,181.1511,707
influencer,0.1226,0
social,0.4093,0
social,0.0252,0
social,0.0502,0
search,4.9531,34
influencer,5.1601,7
search,2.9931,5
social,2.6189,8
social,0.1521,1
social,1.7468,1
influencer,0.6931,6
search,0.0024,0
social,5.188,5
social,0.4331,0
social,3.1079,4
jkl,0.9066,1
social,3.7928,3
jkl,0.3253,0
search,0.6449,0
influencer,23.0094,268
social,2.6911,12
social,0.0661,0
jkl,0.0003,0
search,0.5058,1
search,15.8769,74
social,0.4554,0
social,2.2424,0
jkl,0.2343,1
influencer,32770.1,8
jkl,0.1468,0
social,0.3298,0
social,0.7401,1
search,0.4148,4
social,139.4103,984
social,0.2179,0
influencer,0.4379,0
social,2.9927,1
jkl,0.0154,0
search,0.0475,0
social,0.5983,0
influencer,0.2226,0
social,0.3238,0
jkl,0.2019,0
influencer,0.0004,0
social,3.0436,2
influencer,0.7603,0
search,0.519,0
influencer,0.0634,0
influencer,0.1264,0
jkl,0.0202,0
influencer,0.326,0
influencer,8.4537,36
social,5.8664,4
jkl,0.003,0
jkl,1.5599,8
jkl,0.0061,0
,0.0013,0
social,2.2941,0
influencer,0.039,0
search,0.3606,0
jkl,5.6484,29
social,0.0127,0
jkl,0.0048,0
search,0.7246,0
social,1.9707,3
search,0.2425,0
social,0.0226,0
search,0.1878,0
jkl,0.0006,0
jkl,0.0041,0
search,0.7319,0
social,593576.0,81
search,0.0122,0
search,1.5133,0
search,0.132,0
influencer,1.6682,0
jkl,0.001,0
influencer,0.0148,0
search,0.2622,0
influencer,0.2246,0
search,0.0775,0
jkl,0.0269,0
influencer,0.5159,0
social,1.285,1
influencer,9.1892,39
jkl,0.0013,0
jkl,0.0407,0
,0.0006,0
social,7.0311,1
,0.0496,0
social,84.6411,397
influencer,3.4707,0
influencer,0.1329,0
jkl,0.2826,0
influencer,0.6553,1
social,2.5727,2
search,19.7394,33
social,1.2453,0
jkl,0.0013,0
influencer,0.3574,0
jkl,0.0032,0
jkl,0.6474,0
jkl,0.0057,0
social,0.743,2
influencer,5.1857,2
influencer,0.1353,0
social,0.2154,0
,0.0016,0
search,0.002,0
influencer,8.277,57
influencer,0.0007,0
influencer,11.5454,22
social,0.1673,0
influencer,0.0102,0
jkl,0.0342,0
social,1.2541,3
social,11230.2,2
jkl,0.0475,0
influencer,0.2588,0
jkl,3.1895,21
influencer,0.7421,4
social,4.4849,11
search,26.0365,90
jkl,0.01,0
jkl,0.0275,0
influencer,6.6497,19
social,1.7969,0
jkl,0.004,0
social,0.0324,0
,0.008,0
influencer,0.0826,0
search,7.8401,36
social,0.9938,0
jkl,1.6287,33
social,0.0005,0
social,0.5798,1
,0.0024,0
search,0.1404,0
jkl,0.0002,0
search,0.016,0
jkl,0.0015,0
social,0.1791,2
